tfbs	frequency	gene
Zic1::Zic2	1	npy
Zic2	2	npy
ZIC3	2	npy
ZIC4	1	npy
ZIC5	2	npy
ZKSCAN5	8	npy
ZNF135	2	npy
ZNF136	3	npy
ZNF140	1	npy
ZNF143	2	npy
ZNF148	15	npy
ZNF16	5	npy
ZNF263	1	npy
ZNF274	2	npy
Znf281	5	npy
ZNF282	1	npy
ZNF317	1	npy
ZNF341	1	npy
ZNF382	4	npy
ZNF384	28	npy
ZNF410	2	npy
ZNF449	4	npy
ZNF460	4	npy
ZNF528	1	npy
ZNF652	2	npy
ZNF682	2	npy
ZNF684	3	npy
ZNF740	22	npy
ZNF75D	4	npy
ZSCAN4	9	npy
